"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","EMP","TOT","THND_PER","M","1961-03",65850,
"USA","EMP","TOT","THND_PER","M","1961-04",65374,
"USA","EMP","TOT","THND_PER","M","1961-05",65449,
"USA","EMP","TOT","THND_PER","M","1961-06",65993,
"USA","EMP","TOT","THND_PER","M","1961-07",65608,
"USA","EMP","TOT","THND_PER","M","1961-08",65852,
"USA","EMP","TOT","THND_PER","M","1961-09",65541,
"USA","EMP","TOT","THND_PER","M","1961-10",65919,
"USA","EMP","TOT","THND_PER","M","1961-11",66081,
"USA","EMP","TOT","THND_PER","M","1961-12",65900,
"USA","EMP","TOT","THND_PER","M","1962-01",66108,
"USA","EMP","TOT","THND_PER","M","1962-02",66538,
"USA","EMP","TOT","THND_PER","M","1962-03",66493,
"USA","EMP","TOT","THND_PER","M","1962-04",66372,
"USA","EMP","TOT","THND_PER","M","1962-05",66688,
"USA","EMP","TOT","THND_PER","M","1962-06",66670,
"USA","EMP","TOT","THND_PER","M","1962-07",66483,
"USA","EMP","TOT","THND_PER","M","1962-08",66968,
"USA","EMP","TOT","THND_PER","M","1962-09",67192,
"USA","EMP","TOT","THND_PER","M","1962-10",67114,
"USA","EMP","TOT","THND_PER","M","1962-11",66847,
"USA","EMP","TOT","THND_PER","M","1962-12",66947,
"USA","EMP","TOT","THND_PER","M","1963-01",67072,
"USA","EMP","TOT","THND_PER","M","1963-02",67024,
"USA","EMP","TOT","THND_PER","M","1963-03",67351,
"USA","EMP","TOT","THND_PER","M","1963-04",67642,
"USA","EMP","TOT","THND_PER","M","1963-05",67615,
"USA","EMP","TOT","THND_PER","M","1963-06",67649,
"USA","EMP","TOT","THND_PER","M","1963-07",67905,
"USA","EMP","TOT","THND_PER","M","1963-08",67908,
"USA","EMP","TOT","THND_PER","M","1963-09",68174,
"USA","EMP","TOT","THND_PER","M","1963-10",68294,
"USA","EMP","TOT","THND_PER","M","1963-11",68267,
"USA","EMP","TOT","THND_PER","M","1963-12",68213,
"USA","EMP","TOT","THND_PER","M","1964-01",68327,
"USA","EMP","TOT","THND_PER","M","1964-02",68751,
"USA","EMP","TOT","THND_PER","M","1964-03",68763,
"USA","EMP","TOT","THND_PER","M","1964-04",69356,
"USA","EMP","TOT","THND_PER","M","1964-05",69631,
"USA","EMP","TOT","THND_PER","M","1964-06",69218,
"USA","EMP","TOT","THND_PER","M","1964-07",69399,
"USA","EMP","TOT","THND_PER","M","1964-08",69463,
"USA","EMP","TOT","THND_PER","M","1964-09",69578,
"USA","EMP","TOT","THND_PER","M","1964-10",69582,
"USA","EMP","TOT","THND_PER","M","1964-11",69735,
"USA","EMP","TOT","THND_PER","M","1964-12",69814,
"USA","EMP","TOT","THND_PER","M","1965-01",69997,
"USA","EMP","TOT","THND_PER","M","1965-02",70127,
"USA","EMP","TOT","THND_PER","M","1965-03",70439,
"USA","EMP","TOT","THND_PER","M","1965-04",70633,
"USA","EMP","TOT","THND_PER","M","1965-05",71034,
"USA","EMP","TOT","THND_PER","M","1965-06",71025,
"USA","EMP","TOT","THND_PER","M","1965-07",71460,
"USA","EMP","TOT","THND_PER","M","1965-08",71362,
"USA","EMP","TOT","THND_PER","M","1965-09",71286,
"USA","EMP","TOT","THND_PER","M","1965-10",71695,
"USA","EMP","TOT","THND_PER","M","1965-11",71724,
"USA","EMP","TOT","THND_PER","M","1965-12",72062,
"USA","EMP","TOT","THND_PER","M","1966-01",72198,
"USA","EMP","TOT","THND_PER","M","1966-02",72134,
"USA","EMP","TOT","THND_PER","M","1966-03",72188,
"USA","EMP","TOT","THND_PER","M","1966-04",72510,
"USA","EMP","TOT","THND_PER","M","1966-05",72497,
"USA","EMP","TOT","THND_PER","M","1966-06",72775,
"USA","EMP","TOT","THND_PER","M","1966-07",72860,
"USA","EMP","TOT","THND_PER","M","1966-08",73146,
"USA","EMP","TOT","THND_PER","M","1966-09",73258,
"USA","EMP","TOT","THND_PER","M","1966-10",73401,
"USA","EMP","TOT","THND_PER","M","1966-11",73840,
"USA","EMP","TOT","THND_PER","M","1966-12",73729,
"USA","EMP","TOT","THND_PER","M","1967-01",73671,
"USA","EMP","TOT","THND_PER","M","1967-02",73606,
"USA","EMP","TOT","THND_PER","M","1967-03",73439,
"USA","EMP","TOT","THND_PER","M","1967-04",73882,
"USA","EMP","TOT","THND_PER","M","1967-05",73844,
"USA","EMP","TOT","THND_PER","M","1967-06",74278,
"USA","EMP","TOT","THND_PER","M","1967-07",74520,
"USA","EMP","TOT","THND_PER","M","1967-08",74767,
"USA","EMP","TOT","THND_PER","M","1967-09",74854,
"USA","EMP","TOT","THND_PER","M","1967-10",75051,
"USA","EMP","TOT","THND_PER","M","1967-11",75125,
"USA","EMP","TOT","THND_PER","M","1967-12",75473,
"USA","EMP","TOT","THND_PER","M","1968-01",74700,
"USA","EMP","TOT","THND_PER","M","1968-02",75229,
"USA","EMP","TOT","THND_PER","M","1968-03",75379,
"USA","EMP","TOT","THND_PER","M","1968-04",75561,
"USA","EMP","TOT","THND_PER","M","1968-05",76107,
"USA","EMP","TOT","THND_PER","M","1968-06",76182,
"USA","EMP","TOT","THND_PER","M","1968-07",76087,
"USA","EMP","TOT","THND_PER","M","1968-08",76043,
"USA","EMP","TOT","THND_PER","M","1968-09",76172,
"USA","EMP","TOT","THND_PER","M","1968-10",76224,
"USA","EMP","TOT","THND_PER","M","1968-11",76494,
"USA","EMP","TOT","THND_PER","M","1968-12",76778,
"USA","EMP","TOT","THND_PER","M","1969-01",76805,
"USA","EMP","TOT","THND_PER","M","1969-02",77327,
"USA","EMP","TOT","THND_PER","M","1969-03",77367,
"USA","EMP","TOT","THND_PER","M","1969-04",77523,
"USA","EMP","TOT","THND_PER","M","1969-05",77412,
"USA","EMP","TOT","THND_PER","M","1969-06",77880,
"USA","EMP","TOT","THND_PER","M","1969-07",77959,
"USA","EMP","TOT","THND_PER","M","1969-08",78250,
"USA","EMP","TOT","THND_PER","M","1969-09",78250,
"USA","EMP","TOT","THND_PER","M","1969-10",78445,
"USA","EMP","TOT","THND_PER","M","1969-11",78541,
"USA","EMP","TOT","THND_PER","M","1969-12",78740,
"USA","EMP","TOT","THND_PER","M","1970-01",78780,
"USA","EMP","TOT","THND_PER","M","1970-02",78698,
"USA","EMP","TOT","THND_PER","M","1970-03",78863,
"USA","EMP","TOT","THND_PER","M","1970-04",78930,
"USA","EMP","TOT","THND_PER","M","1970-05",78564,
"USA","EMP","TOT","THND_PER","M","1970-06",78413,
"USA","EMP","TOT","THND_PER","M","1970-07",78726,
"USA","EMP","TOT","THND_PER","M","1970-08",78624,
"USA","EMP","TOT","THND_PER","M","1970-09",78498,
"USA","EMP","TOT","THND_PER","M","1970-10",78685,
"USA","EMP","TOT","THND_PER","M","1970-11",78650,
"USA","EMP","TOT","THND_PER","M","1970-12",78594,
"USA","EMP","TOT","THND_PER","M","1971-01",78864,
"USA","EMP","TOT","THND_PER","M","1971-02",78700,
"USA","EMP","TOT","THND_PER","M","1971-03",78588,
"USA","EMP","TOT","THND_PER","M","1971-04",78987,
"USA","EMP","TOT","THND_PER","M","1971-05",79139,
"USA","EMP","TOT","THND_PER","M","1971-06",78757,
"USA","EMP","TOT","THND_PER","M","1971-07",79305,
"USA","EMP","TOT","THND_PER","M","1971-08",79539,
"USA","EMP","TOT","THND_PER","M","1971-09",79689,
"USA","EMP","TOT","THND_PER","M","1971-10",79918,
"USA","EMP","TOT","THND_PER","M","1971-11",80297,
"USA","EMP","TOT","THND_PER","M","1971-12",80471,
"USA","EMP","TOT","THND_PER","M","1972-01",80959,
"USA","EMP","TOT","THND_PER","M","1972-02",81108,
"USA","EMP","TOT","THND_PER","M","1972-03",81573,
"USA","EMP","TOT","THND_PER","M","1972-04",81655,
"USA","EMP","TOT","THND_PER","M","1972-05",81887,
"USA","EMP","TOT","THND_PER","M","1972-06",82083,
"USA","EMP","TOT","THND_PER","M","1972-07",82230,
"USA","EMP","TOT","THND_PER","M","1972-08",82578,
"USA","EMP","TOT","THND_PER","M","1972-09",82543,
"USA","EMP","TOT","THND_PER","M","1972-10",82616,
"USA","EMP","TOT","THND_PER","M","1972-11",82990,
"USA","EMP","TOT","THND_PER","M","1972-12",83400,
"USA","EMP","TOT","THND_PER","M","1973-01",83161,
"USA","EMP","TOT","THND_PER","M","1973-02",83912,
"USA","EMP","TOT","THND_PER","M","1973-03",84452,
"USA","EMP","TOT","THND_PER","M","1973-04",84559,
"USA","EMP","TOT","THND_PER","M","1973-05",84648,
"USA","EMP","TOT","THND_PER","M","1973-06",85185,
"USA","EMP","TOT","THND_PER","M","1973-07",85299,
"USA","EMP","TOT","THND_PER","M","1973-08",85204,
"USA","EMP","TOT","THND_PER","M","1973-09",85488,
"USA","EMP","TOT","THND_PER","M","1973-10",85987,
"USA","EMP","TOT","THND_PER","M","1973-11",86320,
"USA","EMP","TOT","THND_PER","M","1973-12",86401,
"USA","EMP","TOT","THND_PER","M","1974-01",86555,
"USA","EMP","TOT","THND_PER","M","1974-02",86754,
"USA","EMP","TOT","THND_PER","M","1974-03",86819,
"USA","EMP","TOT","THND_PER","M","1974-04",86669,
"USA","EMP","TOT","THND_PER","M","1974-05",86891,
"USA","EMP","TOT","THND_PER","M","1974-06",86941,
"USA","EMP","TOT","THND_PER","M","1974-07",87149,
"USA","EMP","TOT","THND_PER","M","1974-08",87037,
"USA","EMP","TOT","THND_PER","M","1974-09",87051,
"USA","EMP","TOT","THND_PER","M","1974-10",86995,
"USA","EMP","TOT","THND_PER","M","1974-11",86626,
"USA","EMP","TOT","THND_PER","M","1974-12",86144,
"USA","EMP","TOT","THND_PER","M","1975-01",85627,
"USA","EMP","TOT","THND_PER","M","1975-02",85256,
"USA","EMP","TOT","THND_PER","M","1975-03",85187,
"USA","EMP","TOT","THND_PER","M","1975-04",85189,
"USA","EMP","TOT","THND_PER","M","1975-05",85451,
"USA","EMP","TOT","THND_PER","M","1975-06",85355,
"USA","EMP","TOT","THND_PER","M","1975-07",85894,
"USA","EMP","TOT","THND_PER","M","1975-08",86234,
"USA","EMP","TOT","THND_PER","M","1975-09",86279,
"USA","EMP","TOT","THND_PER","M","1975-10",86370,
"USA","EMP","TOT","THND_PER","M","1975-11",86456,
"USA","EMP","TOT","THND_PER","M","1975-12",86665,
"USA","EMP","TOT","THND_PER","M","1976-01",87400,
"USA","EMP","TOT","THND_PER","M","1976-02",87672,
"USA","EMP","TOT","THND_PER","M","1976-03",87985,
"USA","EMP","TOT","THND_PER","M","1976-04",88416,
"USA","EMP","TOT","THND_PER","M","1976-05",88794,
"USA","EMP","TOT","THND_PER","M","1976-06",88563,
"USA","EMP","TOT","THND_PER","M","1976-07",89093,
"USA","EMP","TOT","THND_PER","M","1976-08",89223,
"USA","EMP","TOT","THND_PER","M","1976-09",89173,
"USA","EMP","TOT","THND_PER","M","1976-10",89274,
"USA","EMP","TOT","THND_PER","M","1976-11",89634,
"USA","EMP","TOT","THND_PER","M","1976-12",89803,
"USA","EMP","TOT","THND_PER","M","1977-01",89928,
"USA","EMP","TOT","THND_PER","M","1977-02",90342,
"USA","EMP","TOT","THND_PER","M","1977-03",90808,
"USA","EMP","TOT","THND_PER","M","1977-04",91271,
"USA","EMP","TOT","THND_PER","M","1977-05",91754,
"USA","EMP","TOT","THND_PER","M","1977-06",91959,
"USA","EMP","TOT","THND_PER","M","1977-07",92084,
"USA","EMP","TOT","THND_PER","M","1977-08",92441,
"USA","EMP","TOT","THND_PER","M","1977-09",92702,
"USA","EMP","TOT","THND_PER","M","1977-10",93052,
"USA","EMP","TOT","THND_PER","M","1977-11",93761,
"USA","EMP","TOT","THND_PER","M","1977-12",94105,
"USA","EMP","TOT","THND_PER","M","1978-01",94384,
"USA","EMP","TOT","THND_PER","M","1978-02",94519,
"USA","EMP","TOT","THND_PER","M","1978-03",94755,
"USA","EMP","TOT","THND_PER","M","1978-04",95394,
"USA","EMP","TOT","THND_PER","M","1978-05",95769,
"USA","EMP","TOT","THND_PER","M","1978-06",96343,
"USA","EMP","TOT","THND_PER","M","1978-07",96090,
"USA","EMP","TOT","THND_PER","M","1978-08",96431,
"USA","EMP","TOT","THND_PER","M","1978-09",96670,
"USA","EMP","TOT","THND_PER","M","1978-10",97133,
"USA","EMP","TOT","THND_PER","M","1978-11",97485,
"USA","EMP","TOT","THND_PER","M","1978-12",97581,
"USA","EMP","TOT","THND_PER","M","1979-01",97948,
"USA","EMP","TOT","THND_PER","M","1979-02",98329,
"USA","EMP","TOT","THND_PER","M","1979-03",98480,
"USA","EMP","TOT","THND_PER","M","1979-04",98103,
"USA","EMP","TOT","THND_PER","M","1979-05",98331,
"USA","EMP","TOT","THND_PER","M","1979-06",98679,
"USA","EMP","TOT","THND_PER","M","1979-07",99006,
"USA","EMP","TOT","THND_PER","M","1979-08",98776,
"USA","EMP","TOT","THND_PER","M","1979-09",99340,
"USA","EMP","TOT","THND_PER","M","1979-10",99404,
"USA","EMP","TOT","THND_PER","M","1979-11",99574,
"USA","EMP","TOT","THND_PER","M","1979-12",99933,
"USA","EMP","TOT","THND_PER","M","1980-01",99879,
"USA","EMP","TOT","THND_PER","M","1980-02",99995,
"USA","EMP","TOT","THND_PER","M","1980-03",99713,
"USA","EMP","TOT","THND_PER","M","1980-04",99233,
"USA","EMP","TOT","THND_PER","M","1980-05",98945,
"USA","EMP","TOT","THND_PER","M","1980-06",98682,
"USA","EMP","TOT","THND_PER","M","1980-07",98796,
"USA","EMP","TOT","THND_PER","M","1980-08",98824,
"USA","EMP","TOT","THND_PER","M","1980-09",99077,
"USA","EMP","TOT","THND_PER","M","1980-10",99317,
"USA","EMP","TOT","THND_PER","M","1980-11",99545,
"USA","EMP","TOT","THND_PER","M","1980-12",99634,
"USA","EMP","TOT","THND_PER","M","1981-01",99955,
"USA","EMP","TOT","THND_PER","M","1981-02",100191,
"USA","EMP","TOT","THND_PER","M","1981-03",100571,
"USA","EMP","TOT","THND_PER","M","1981-04",101056,
"USA","EMP","TOT","THND_PER","M","1981-05",101048,
"USA","EMP","TOT","THND_PER","M","1981-06",100298,
"USA","EMP","TOT","THND_PER","M","1981-07",100693,
"USA","EMP","TOT","THND_PER","M","1981-08",100689,
"USA","EMP","TOT","THND_PER","M","1981-09",100064,
"USA","EMP","TOT","THND_PER","M","1981-10",100378,
"USA","EMP","TOT","THND_PER","M","1981-11",100207,
"USA","EMP","TOT","THND_PER","M","1981-12",99645,
"USA","EMP","TOT","THND_PER","M","1982-01",99692,
"USA","EMP","TOT","THND_PER","M","1982-02",99762,
"USA","EMP","TOT","THND_PER","M","1982-03",99672,
"USA","EMP","TOT","THND_PER","M","1982-04",99576,
"USA","EMP","TOT","THND_PER","M","1982-05",100116,
"USA","EMP","TOT","THND_PER","M","1982-06",99543,
"USA","EMP","TOT","THND_PER","M","1982-07",99493,
"USA","EMP","TOT","THND_PER","M","1982-08",99633,
"USA","EMP","TOT","THND_PER","M","1982-09",99504,
"USA","EMP","TOT","THND_PER","M","1982-10",99215,
"USA","EMP","TOT","THND_PER","M","1982-11",99112,
"USA","EMP","TOT","THND_PER","M","1982-12",99032,
"USA","EMP","TOT","THND_PER","M","1983-01",99161,
"USA","EMP","TOT","THND_PER","M","1983-02",99089,
"USA","EMP","TOT","THND_PER","M","1983-03",99179,
"USA","EMP","TOT","THND_PER","M","1983-04",99560,
"USA","EMP","TOT","THND_PER","M","1983-05",99642,
"USA","EMP","TOT","THND_PER","M","1983-06",100633,
"USA","EMP","TOT","THND_PER","M","1983-07",101208,
"USA","EMP","TOT","THND_PER","M","1983-08",101608,
"USA","EMP","TOT","THND_PER","M","1983-09",102016,
"USA","EMP","TOT","THND_PER","M","1983-10",102039,
"USA","EMP","TOT","THND_PER","M","1983-11",102729,
"USA","EMP","TOT","THND_PER","M","1983-12",102996,
"USA","EMP","TOT","THND_PER","M","1984-01",103201,
"USA","EMP","TOT","THND_PER","M","1984-02",103824,
"USA","EMP","TOT","THND_PER","M","1984-03",103967,
"USA","EMP","TOT","THND_PER","M","1984-04",104336,
"USA","EMP","TOT","THND_PER","M","1984-05",105193,
"USA","EMP","TOT","THND_PER","M","1984-06",105591,
"USA","EMP","TOT","THND_PER","M","1984-07",105435,
"USA","EMP","TOT","THND_PER","M","1984-08",105163,
"USA","EMP","TOT","THND_PER","M","1984-09",105490,
"USA","EMP","TOT","THND_PER","M","1984-10",105638,
"USA","EMP","TOT","THND_PER","M","1984-11",105972,
"USA","EMP","TOT","THND_PER","M","1984-12",106223,
"USA","EMP","TOT","THND_PER","M","1985-01",106302,
"USA","EMP","TOT","THND_PER","M","1985-02",106555,
"USA","EMP","TOT","THND_PER","M","1985-03",106989,
"USA","EMP","TOT","THND_PER","M","1985-04",106936,
"USA","EMP","TOT","THND_PER","M","1985-05",106932,
"USA","EMP","TOT","THND_PER","M","1985-06",106505,
"USA","EMP","TOT","THND_PER","M","1985-07",106807,
"USA","EMP","TOT","THND_PER","M","1985-08",107095,
"USA","EMP","TOT","THND_PER","M","1985-09",107657,
"USA","EMP","TOT","THND_PER","M","1985-10",107847,
"USA","EMP","TOT","THND_PER","M","1985-11",108007,
"USA","EMP","TOT","THND_PER","M","1985-12",108216,
"USA","EMP","TOT","THND_PER","M","1986-01",108887,
"USA","EMP","TOT","THND_PER","M","1986-02",108480,
"USA","EMP","TOT","THND_PER","M","1986-03",108837,
"USA","EMP","TOT","THND_PER","M","1986-04",108952,
"USA","EMP","TOT","THND_PER","M","1986-05",109089,
"USA","EMP","TOT","THND_PER","M","1986-06",109576,
"USA","EMP","TOT","THND_PER","M","1986-07",109810,
"USA","EMP","TOT","THND_PER","M","1986-08",110015,
"USA","EMP","TOT","THND_PER","M","1986-09",110085,
"USA","EMP","TOT","THND_PER","M","1986-10",110273,
"USA","EMP","TOT","THND_PER","M","1986-11",110475,
"USA","EMP","TOT","THND_PER","M","1986-12",110728,
"USA","EMP","TOT","THND_PER","M","1987-01",110953,
"USA","EMP","TOT","THND_PER","M","1987-02",111257,
"USA","EMP","TOT","THND_PER","M","1987-03",111408,
"USA","EMP","TOT","THND_PER","M","1987-04",111794,
"USA","EMP","TOT","THND_PER","M","1987-05",112434,
"USA","EMP","TOT","THND_PER","M","1987-06",112246,
"USA","EMP","TOT","THND_PER","M","1987-07",112634,
"USA","EMP","TOT","THND_PER","M","1987-08",113057,
"USA","EMP","TOT","THND_PER","M","1987-09",112909,
"USA","EMP","TOT","THND_PER","M","1987-10",113282,
"USA","EMP","TOT","THND_PER","M","1987-11",113505,
"USA","EMP","TOT","THND_PER","M","1987-12",113793,
"USA","EMP","TOT","THND_PER","M","1988-01",114016,
"USA","EMP","TOT","THND_PER","M","1988-02",114227,
"USA","EMP","TOT","THND_PER","M","1988-03",114037,
"USA","EMP","TOT","THND_PER","M","1988-04",114650,
"USA","EMP","TOT","THND_PER","M","1988-05",114292,
"USA","EMP","TOT","THND_PER","M","1988-06",114927,
"USA","EMP","TOT","THND_PER","M","1988-07",115060,
"USA","EMP","TOT","THND_PER","M","1988-08",115282,
"USA","EMP","TOT","THND_PER","M","1988-09",115356,
"USA","EMP","TOT","THND_PER","M","1988-10",115638,
"USA","EMP","TOT","THND_PER","M","1988-11",116100,
"USA","EMP","TOT","THND_PER","M","1988-12",116104,
"USA","EMP","TOT","THND_PER","M","1989-01",116708,
"USA","EMP","TOT","THND_PER","M","1989-02",116776,
"USA","EMP","TOT","THND_PER","M","1989-03",117022,
"USA","EMP","TOT","THND_PER","M","1989-04",117097,
"USA","EMP","TOT","THND_PER","M","1989-05",117099,
"USA","EMP","TOT","THND_PER","M","1989-06",117418,
"USA","EMP","TOT","THND_PER","M","1989-07",117472,
"USA","EMP","TOT","THND_PER","M","1989-08",117655,
"USA","EMP","TOT","THND_PER","M","1989-09",117354,
"USA","EMP","TOT","THND_PER","M","1989-10",117581,
"USA","EMP","TOT","THND_PER","M","1989-11",117912,
"USA","EMP","TOT","THND_PER","M","1989-12",117830,
"USA","EMP","TOT","THND_PER","M","1990-01",119081,
"USA","EMP","TOT","THND_PER","M","1990-02",119059,
"USA","EMP","TOT","THND_PER","M","1990-03",119203,
"USA","EMP","TOT","THND_PER","M","1990-04",118852,
"USA","EMP","TOT","THND_PER","M","1990-05",119151,
"USA","EMP","TOT","THND_PER","M","1990-06",118983,
"USA","EMP","TOT","THND_PER","M","1990-07",118810,
"USA","EMP","TOT","THND_PER","M","1990-08",118802,
"USA","EMP","TOT","THND_PER","M","1990-09",118524,
"USA","EMP","TOT","THND_PER","M","1990-10",118536,
"USA","EMP","TOT","THND_PER","M","1990-11",118306,
"USA","EMP","TOT","THND_PER","M","1990-12",118241,
"USA","EMP","TOT","THND_PER","M","1991-01",117940,
"USA","EMP","TOT","THND_PER","M","1991-02",117755,
"USA","EMP","TOT","THND_PER","M","1991-03",117652,
"USA","EMP","TOT","THND_PER","M","1991-04",118109,
"USA","EMP","TOT","THND_PER","M","1991-05",117440,
"USA","EMP","TOT","THND_PER","M","1991-06",117639,
"USA","EMP","TOT","THND_PER","M","1991-07",117568,
"USA","EMP","TOT","THND_PER","M","1991-08",117484,
"USA","EMP","TOT","THND_PER","M","1991-09",117928,
"USA","EMP","TOT","THND_PER","M","1991-10",117800,
"USA","EMP","TOT","THND_PER","M","1991-11",117770,
"USA","EMP","TOT","THND_PER","M","1991-12",117466,
"USA","EMP","TOT","THND_PER","M","1992-01",117978,
"USA","EMP","TOT","THND_PER","M","1992-02",117753,
"USA","EMP","TOT","THND_PER","M","1992-03",118144,
"USA","EMP","TOT","THND_PER","M","1992-04",118426,
"USA","EMP","TOT","THND_PER","M","1992-05",118375,
"USA","EMP","TOT","THND_PER","M","1992-06",118419,
"USA","EMP","TOT","THND_PER","M","1992-07",118713,
"USA","EMP","TOT","THND_PER","M","1992-08",118826,
"USA","EMP","TOT","THND_PER","M","1992-09",118720,
"USA","EMP","TOT","THND_PER","M","1992-10",118628,
"USA","EMP","TOT","THND_PER","M","1992-11",118876,
"USA","EMP","TOT","THND_PER","M","1992-12",118997,
"USA","EMP","TOT","THND_PER","M","1993-01",119075,
"USA","EMP","TOT","THND_PER","M","1993-02",119275,
"USA","EMP","TOT","THND_PER","M","1993-03",119542,
"USA","EMP","TOT","THND_PER","M","1993-04",119474,
"USA","EMP","TOT","THND_PER","M","1993-05",120115,
"USA","EMP","TOT","THND_PER","M","1993-06",120290,
"USA","EMP","TOT","THND_PER","M","1993-07",120467,
"USA","EMP","TOT","THND_PER","M","1993-08",120856,
"USA","EMP","TOT","THND_PER","M","1993-09",120554,
"USA","EMP","TOT","THND_PER","M","1993-10",120823,
"USA","EMP","TOT","THND_PER","M","1993-11",121169,
"USA","EMP","TOT","THND_PER","M","1993-12",121464,
"USA","EMP","TOT","THND_PER","M","1994-01",121966,
"USA","EMP","TOT","THND_PER","M","1994-02",122086,
"USA","EMP","TOT","THND_PER","M","1994-03",121930,
"USA","EMP","TOT","THND_PER","M","1994-04",122290,
"USA","EMP","TOT","THND_PER","M","1994-05",122864,
"USA","EMP","TOT","THND_PER","M","1994-06",122634,
"USA","EMP","TOT","THND_PER","M","1994-07",122706,
"USA","EMP","TOT","THND_PER","M","1994-08",123342,
"USA","EMP","TOT","THND_PER","M","1994-09",123687,
"USA","EMP","TOT","THND_PER","M","1994-10",124112,
"USA","EMP","TOT","THND_PER","M","1994-11",124516,
"USA","EMP","TOT","THND_PER","M","1994-12",124721,
"USA","EMP","TOT","THND_PER","M","1995-01",124663,
"USA","EMP","TOT","THND_PER","M","1995-02",124928,
"USA","EMP","TOT","THND_PER","M","1995-03",124955,
"USA","EMP","TOT","THND_PER","M","1995-04",124945,
"USA","EMP","TOT","THND_PER","M","1995-05",124421,
"USA","EMP","TOT","THND_PER","M","1995-06",124522,
"USA","EMP","TOT","THND_PER","M","1995-07",124816,
"USA","EMP","TOT","THND_PER","M","1995-08",124852,
"USA","EMP","TOT","THND_PER","M","1995-09",125133,
"USA","EMP","TOT","THND_PER","M","1995-10",125388,
"USA","EMP","TOT","THND_PER","M","1995-11",125188,
"USA","EMP","TOT","THND_PER","M","1995-12",125088,
"USA","EMP","TOT","THND_PER","M","1996-01",125125,
"USA","EMP","TOT","THND_PER","M","1996-02",125639,
"USA","EMP","TOT","THND_PER","M","1996-03",125862,
"USA","EMP","TOT","THND_PER","M","1996-04",125994,
"USA","EMP","TOT","THND_PER","M","1996-05",126244,
"USA","EMP","TOT","THND_PER","M","1996-06",126602,
"USA","EMP","TOT","THND_PER","M","1996-07",126947,
"USA","EMP","TOT","THND_PER","M","1996-08",127172,
"USA","EMP","TOT","THND_PER","M","1996-09",127536,
"USA","EMP","TOT","THND_PER","M","1996-10",127890,
"USA","EMP","TOT","THND_PER","M","1996-11",127771,
"USA","EMP","TOT","THND_PER","M","1996-12",127860,
"USA","EMP","TOT","THND_PER","M","1997-01",128298,
"USA","EMP","TOT","THND_PER","M","1997-02",128298,
"USA","EMP","TOT","THND_PER","M","1997-03",128891,
"USA","EMP","TOT","THND_PER","M","1997-04",129143,
"USA","EMP","TOT","THND_PER","M","1997-05",129464,
"USA","EMP","TOT","THND_PER","M","1997-06",129412,
"USA","EMP","TOT","THND_PER","M","1997-07",129822,
"USA","EMP","TOT","THND_PER","M","1997-08",130010,
"USA","EMP","TOT","THND_PER","M","1997-09",130019,
"USA","EMP","TOT","THND_PER","M","1997-10",130179,
"USA","EMP","TOT","THND_PER","M","1997-11",130653,
"USA","EMP","TOT","THND_PER","M","1997-12",130679,
"USA","EMP","TOT","THND_PER","M","1998-01",130726,
"USA","EMP","TOT","THND_PER","M","1998-02",130807,
"USA","EMP","TOT","THND_PER","M","1998-03",130814,
"USA","EMP","TOT","THND_PER","M","1998-04",131209,
"USA","EMP","TOT","THND_PER","M","1998-05",131325,
"USA","EMP","TOT","THND_PER","M","1998-06",131244,
"USA","EMP","TOT","THND_PER","M","1998-07",131329,
"USA","EMP","TOT","THND_PER","M","1998-08",131390,
"USA","EMP","TOT","THND_PER","M","1998-09",131986,
"USA","EMP","TOT","THND_PER","M","1998-10",131999,
"USA","EMP","TOT","THND_PER","M","1998-11",132280,
"USA","EMP","TOT","THND_PER","M","1998-12",132602,
"USA","EMP","TOT","THND_PER","M","1999-01",133027,
"USA","EMP","TOT","THND_PER","M","1999-02",132856,
"USA","EMP","TOT","THND_PER","M","1999-03",132947,
"USA","EMP","TOT","THND_PER","M","1999-04",132955,
"USA","EMP","TOT","THND_PER","M","1999-05",133311,
"USA","EMP","TOT","THND_PER","M","1999-06",133378,
"USA","EMP","TOT","THND_PER","M","1999-07",133414,
"USA","EMP","TOT","THND_PER","M","1999-08",133591,
"USA","EMP","TOT","THND_PER","M","1999-09",133707,
"USA","EMP","TOT","THND_PER","M","1999-10",133993,
"USA","EMP","TOT","THND_PER","M","1999-11",134309,
"USA","EMP","TOT","THND_PER","M","1999-12",134523,
"USA","EMP","TOT","THND_PER","M","2000-01",136559,
"USA","EMP","TOT","THND_PER","M","2000-02",136598,
"USA","EMP","TOT","THND_PER","M","2000-03",136701,
"USA","EMP","TOT","THND_PER","M","2000-04",137270,
"USA","EMP","TOT","THND_PER","M","2000-05",136630,
"USA","EMP","TOT","THND_PER","M","2000-06",136940,
"USA","EMP","TOT","THND_PER","M","2000-07",136531,
"USA","EMP","TOT","THND_PER","M","2000-08",136662,
"USA","EMP","TOT","THND_PER","M","2000-09",136893,
"USA","EMP","TOT","THND_PER","M","2000-10",137088,
"USA","EMP","TOT","THND_PER","M","2000-11",137322,
"USA","EMP","TOT","THND_PER","M","2000-12",137614,
"USA","EMP","TOT","THND_PER","M","2001-01",137778,
"USA","EMP","TOT","THND_PER","M","2001-02",137612,
"USA","EMP","TOT","THND_PER","M","2001-03",137783,
