Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2000 [YR2000],1998 [YR1998],1996 [YR1996]
Afghanistan,AFG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,2.380952,1.428571,3.333333,2.857143,5.238095,3.317536,3.791469,2.369668,3.317536,1.895735,1.923077,4.347826,6.763285,6.310679,4.368932,6.030151,13.22751,5.820106,7.446808,6.914894
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2277857,0.2279944,0.219708,0.2156042,0.2088946,0.2457412,0.2438815,0.2738843,0.2820698,0.2938249,0.3107432,0.3081072,0.2898833,0.3040168,0.3051023,0.3504379,0.4386366,0.4556421,0.4353236,0.4753152
China,CHN,Control of Corruption: Number of Sources,CC.NO.SRC,13,13,13,12,12,14,15,15,14,13,13,13,12,11,11,9,8,8,8,7
China,CHN,Control of Corruption: Estimate,CC.EST,-0.2712442,-0.2699364,-0.2540594,-0.2821073,-0.3400691,-0.3583522,-0.4357008,-0.5071135,-0.5616429,-0.5149382,-0.5202951,-0.5896475,-0.5145814,-0.6087338,-0.5596942,-0.359454,-0.5182464,-0.2182887,-0.268112,-0.2711895
China,CHN,Control of Corruption: Percentile Rank,CC.PER.RNK,45.67308,46.63462,49.03846,48.07692,45.67308,44.54976,40.28436,37.91469,33.33333,36.84211,36.40777,33.49514,37.07317,33.17073,34.63415,44.94949,35.35353,49.23858,46.39175,48.3871
China,CHN,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,37.98077,40.38462,36.53846,37.5,34.61538,35.07109,29.85782,23.22275,21.90476,24.88038,25.24272,19.90291,26.34146,20.97561,23.90244,32.32323,26.76768,36.04061,34.53608,32.25806
China,CHN,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,55.28846,54.80769,56.25,54.80769,52.88462,54.02843,51.18483,49.2891,44.28571,48.32536,48.05825,43.20388,45.36585,43.41463,44.87805,55.55556,47.47475,58.88325,54.63918,58.60215
China,CHN,Control of Corruption: Standard Error,CC.STD.ERR,0.1249812,0.1199207,0.1293661,0.123939,0.1249014,0.1272801,0.1282939,0.1374726,0.1333756,0.1342641,0.1365841,0.1422937,0.1344646,0.1376625,0.1408271,0.1505349,0.1555384,0.1614873,0.1702482,0.1886216
China,CHN,Government Effectiveness: Estimate,GE.EST,0.4771284,0.4204699,0.3548748,0.4078639,0.3228883,0.0036481,0.0234259,0.0882015,0.0886487,0.0938044,0.150768,0.1827777,0.0704749,-0.1199866,-0.0552381,-0.0820877,-0.0602706,-0.108963,-0.1199823,-0.3486539
China,CHN,Government Effectiveness: Number of Sources,GE.NO.SRC,10,10,9,10,10,10,10,10,10,10,10,10,9,8,8,7,7,6,6,5
China,CHN,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.71154,67.78846,66.82692,68.26923,64.90385,55.45024,57.8199,58.29384,57.89474,57.89474,58.73787,59.2233,57.07317,51.47059,55.66502,56.63265,55.10204,53.33333,51.81347,43.1694
China,CHN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,58.65385,57.21154,54.32692,55.76923,55.76923,45.49763,45.0237,47.39336,46.41148,48.80383,49.02913,50.97087,48.29268,41.17647,46.30542,43.36735,43.87755,41.02564,38.34197,30.60109
China,CHN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75.48077,74.03846,73.07692,73.55769,72.59615,62.55924,63.03318,65.87678,66.50718,66.02871,67.47573,70.38835,64.87805,59.31372,65.51724,63.77551,63.2653,62.5641,61.65803,55.73771
China,CHN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1955121,0.1906033,0.1911846,0.1965686,0.1950526,0.1901324,0.1916617,0.1932561,0.1948977,0.1911723,0.1966403,0.1939685,0.1790444,0.174813,0.1786329,0.1772012,0.1723198,0.1926554,0.1976163,0.1682592
China,CHN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2610621,-0.2310128,-0.499395,-0.5502946,-0.522584,-0.5437899,-0.5387821,-0.6020548,-0.6570607,-0.4493464,-0.491275,-0.4988205,-0.5397638,-0.501789,-0.3901919,-0.5636662,-0.3270945,-0.208934,-0.3913941,-0.0959571
China,CHN,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,4,4
China,CHN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,36.66667,38.57143,26.66667,26.19048,28.57143,26.54029,27.96209,27.96209,25.59242,30.80569,29.32692,28.01932,28.01932,30.09709,31.5534,28.64322,32.27513,38.62434,32.97872,44.14894
China,CHN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,23.80952,25.71428,17.14286,19.04762,18.57143,18.00948,19.43128,17.06161,14.21801,19.90521,17.30769,18.35749,17.8744,19.41748,19.90291,19.09548,21.69312,24.86773,17.55319,22.87234
China,CHN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,49.52381,50.95238,39.04762,38.57143,36.66667,39.81042,39.81042,39.33649,36.01896,41.70616,40.38462,39.61353,41.0628,43.68932,47.57281,40.201,49.20635,58.73016,52.12766,62.23404
China,CHN,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.211271,0.211684,0.2049565,0.1981644,0.1922474,0.2257874,0.2196655,0.2385224,0.2393309,0.2418599,0.241629,0.2391296,0.2459985,0.2706144,0.2793393,0.2832122,0.2861308,0.3135704,0.3454628,0.3738571
India,IND,Control of Corruption: Number of Sources,CC.NO.SRC,14,14,14,14,14,14,15,15,14,14,14,14,14,11,11,9,8,8,8,7
India,IND,Control of Corruption: Estimate,CC.EST,-0.186293,-0.2398077,-0.2822576,-0.3520183,-0.4280237,-0.51744,-0.5132375,-0.5362822,-0.4681174,-0.4519712,-0.3371764,-0.3981131,-0.276444,-0.3607849,-0.4111507,-0.4165717,-0.5158787,-0.3455512,-0.24787,-0.3810903
India,IND,Control of Corruption: Percentile Rank,CC.PER.RNK,49.51923,48.55769,47.59615,44.71154,41.82692,36.96682,36.96682,35.54502,38.57143,38.75598,44.17476,40.29126,46.82927,44.39024,40.97561,41.41414,35.85859,44.16244,48.45361,43.01075
India,IND,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,40.86538,41.82692,35.57692,32.69231,29.80769,26.06635,27.48815,23.22275,28.09524,27.7512,34.46602,31.06796,37.56097,34.63415,29.26829,30.30303,26.76768,31.47208,35.05155,29.56989
India,IND,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,57.69231,54.80769,55.28846,53.36538,51.44231,45.97157,47.39336,48.34123,50,50.7177,53.8835,52.91262,56.09756,52.68293,51.21951,53.53535,47.47475,54.82233,55.6701,53.76344
India,IND,Control of Corruption: Standard Error,CC.STD.ERR,0.12446,0.1195633,0.1288993,0.1232259,0.1236413,0.1277765,0.128803,0.1388541,0.1340232,0.1329549,0.1352676,0.1402492,0.1314905,0.1359819,0.1378406,0.1505349,0.1555384,0.1614873,0.1702482,0.1886216
India,IND,Government Effectiveness: Estimate,GE.EST,0.2830485,0.0898925,0.0751832,0.0903423,-0.2056473,-0.1715367,-0.1709511,0.0059622,0.0259907,-0.0124214,-0.0191939,0.1219054,-0.0983199,-0.1055001,-0.1573192,-0.0884409,-0.1207639,-0.1337757,-0.064976,-0.1116067
India,IND,Government Effectiveness: Number of Sources,GE.NO.SRC,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,7,6,6,5
India,IND,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.94231,56.73077,55.76923,56.25,45.19231,47.8673,48.81517,54.9763,56.9378,56.45933,54.85437,57.28156,53.65854,52.45098,52.21675,56.12245,53.06123,51.28205,55.44041,54.09836
India,IND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,50.96154,43.75,43.75,45.67308,32.21154,36.96682,37.91469,44.07583,44.01914,44.97608,44.66019,50,40,41.17647,39.90148,43.36735,41.32653,39.48718,42.48705,38.25137
India,IND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,73.55769,66.82692,67.78846,68.26923,58.65385,59.24171,60.66351,63.50711,65.55024,64.11483,65.53398,66.99029,60.4878,60.29412,62.06897,63.2653,62.7551,62.5641,63.21244,59.56284
India,IND,Government Effectiveness: Standard Error,GE.STD.ERR,0.1955121,0.1906033,0.1891187,0.1965686,0.1950526,0.1901324,0.1916617,0.1932561,0.1948977,0.1911723,0.1966403,0.1939685,0.1779845,0.174813,0.1786329,0.1772012,0.1723198,0.1926554,0.1976163,0.1682592
India,IND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.9565214,-0.7646992,-0.9538398,-0.9484934,-0.997912,-1.229174,-1.28931,-1.326795,-1.277984,-1.353806,-1.107512,-1.151811,-1.063722,-1.012698,-1.278899,-1.508781,-1.209034,-0.9981295,-1.196181,-0.9669734
India,IND,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,4,4
India,IND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,14.7619,18.09524,14.7619,17.14286,13.80952,12.32228,10.90047,10.90047,11.37441,10.42654,13.94231,13.52657,16.90821,17.47573,13.1068,9.045226,15.87302,17.46032,12.76596,19.14894
India,IND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,10.95238,11.90476,10.47619,9.047619,8.571428,7.582938,6.161138,5.21327,4.739336,5.21327,9.615385,8.695652,8.695652,7.281553,4.854369,4.020101,4.761905,8.994709,6.382979,6.914894
India,IND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,23.80952,30.47619,24.76191,23.80952,23.33333,19.43128,18.48341,19.43128,19.43128,17.53555,22.59615,21.25604,26.08696,28.15534,21.35922,19.09548,23.80952,30.68783,25.53192,34.04255
India,IND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.211271,0.211684,0.2049565,0.1981644,0.1922474,0.2257874,0.2196655,0.2385224,0.2393309,0.2418599,0.241629,0.2391296,0.2459985,0.2706144,0.2793393,0.2832122,0.2861308,0.3135704,0.3454628,0.3738571
United Kingdom,GBR,Control of Corruption: Number of Sources,CC.NO.SRC,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,6,6,6,6,6
United Kingdom,GBR,Control of Corruption: Estimate,CC.EST,1.826577,1.843343,1.898977,1.876371,1.738478,1.699135,1.674153,1.616091,1.604827,1.632727,1.682487,1.742208,1.792327,1.901079,1.933308,2.039183,2.055666,2.139308,2.109126,1.980519
United Kingdom,GBR,Control of Corruption: Percentile Rank,CC.PER.RNK,93.26923,94.71154,94.23077,93.75,93.26923,93.36493,92.891,92.41706,92.38095,91.86603,92.23301,92.71844,92.68293,94.63415,94.63415,95.45454,94.94949,95.93909,96.39175,95.16129
United Kingdom,GBR,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,90.86539,92.30769,92.78846,92.30769,90.86539,89.57346,89.57346,88.15166,88.09524,88.03828,91.26214,91.74757,91.70731,92.19512,91.70731,91.91919,91.91919,92.38579,92.26804,91.39785
United Kingdom,GBR,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,96.63461,97.11539,97.59615,97.11539,95.19231,95.7346,94.78673,94.3128,93.80952,94.25837,94.66019,96.11651,96.09756,98.04878,98.04878,98.48485,98.9899,100,100,100
United Kingdom,GBR,Control of Corruption: Standard Error,CC.STD.ERR,0.1434279,0.1348298,0.14769,0.1434484,0.1404506,0.1467825,0.1477871,0.1616779,0.1745152,0.1683663,0.1649577,0.1668044,0.1601246,0.1698663,0.1729663,0.1863695,0.182866,0.2045646,0.1922179,0.2103251
United Kingdom,GBR,Government Effectiveness: Estimate,GE.EST,1.341884,1.414133,1.601618,1.743745,1.62673,1.495451,1.547542,1.558901,1.568379,1.512003,1.643775,1.648174,1.670994,1.766596,1.889605,1.810524,1.840956,1.848113,1.932944,1.882196
United Kingdom,GBR,Government Effectiveness: Number of Sources,GE.NO.SRC,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5
United Kingdom,GBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.98077,90.38461,92.78846,94.23077,92.78846,90.52132,92.41706,91.94313,91.86603,90.90909,93.20388,92.71844,93.17073,95.09804,94.08867,92.34694,92.85714,93.33334,94.81865,96.72131
United Kingdom,GBR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,78.84615,81.73077,85.57692,87.01923,87.01923,82.46445,83.88625,83.41232,83.73206,82.29665,84.95145,87.37864,87.80488,88.72549,90.6404,89.28571,88.77551,88.71795,89.11917,89.07104
United Kingdom,GBR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,94.23077,95.19231,99.03846,99.51923,99.03846,97.63033,97.63033,98.10426,98.08612,97.60766,98.05825,97.57281,98.04878,99.01961,99.50739,98.97959,99.4898,99.48718,100,100
United Kingdom,GBR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446,0.2222289,0.2193927,0.2278272,0.2292054,0.2167549,0.2197403,0.2224297,0.2274288,0.2187648,0.2291916,0.2192397,0.1963276,0.1919063,0.2079431,0.1987293,0.1919351,0.2100629,0.2108719,0.1682592
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0487175,0.3315471,0.3604541,0.5177479,0.4153476,0.4862014,0.4022707,0.3517076,0.4118182,0.1215835,0.4946935,0.5753913,0.6691801,0.1267411,0.1425719,0.272854,0.6790819,1.035285,0.9303461,0.981751
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,4,4
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,48.09524,59.04762,58.57143,61.42857,59.52381,63.03318,59.71564,58.76777,60.18958,48.34123,61.05769,66.18358,66.18358,50.97087,49.51456,54.27136,69.31217,81.48148,78.7234,78.7234
United Kingdom,GBR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,35.23809,45.71429,47.61905,54.28571,50,50.7109,45.97157,45.49763,46.4455,35.54502,47.59615,48.79227,53.62319,36.40777,34.95146,37.68844,51.85185,68.78307,60.10638,59.04255
United Kingdom,GBR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,58.57143,69.52381,70.47619,72.38095,69.52381,73.45972,70.14218,69.66824,73.93365,63.50711,76.92308,79.71014,85.99034,64.56311,65.04855,70.35176,86.77248,96.2963,98.93617,100
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.211271,0.211684,0.2049565,0.1981644,0.1922474,0.2257874,0.2196655,0.2385224,0.2393309,0.2418599,0.241629,0.2391296,0.2459985,0.2706144,0.2793393,0.2832122,0.2861308,0.3135704,0.3454628,0.3738571
United States,USA,Control of Corruption: Number of Sources,CC.NO.SRC,11,11,11,12,12,12,13,13,12,12,12,12,12,8,8,7,7,6,6,6
United States,USA,Control of Corruption: Estimate,CC.EST,1.323218,1.381242,1.373532,1.396935,1.376068,1.313262,1.41072,1.269101,1.271479,1.294352,1.450212,1.385467,1.353316,1.545693,1.832575,1.755439,1.924038,1.657759,1.596428,1.571041
United States,USA,Control of Corruption: Percentile Rank,CC.PER.RNK,88.46154,88.94231,89.90385,89.90385,89.42308,87.67773,89.57346,85.78199,85.71429,86.1244,91.74757,90.29126,90.7317,91.70731,92.68293,92.42424,92.92929,92.38579,92.26804,91.39785
United States,USA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,82.21154,83.17308,83.17308,83.17308,82.69231,81.51659,83.88625,80.09479,81.90476,81.33971,84.95145,84.46602,83.90244,88.29269,91.70731,90.90909,91.41414,85.7868,85.05154,84.4086
United States,USA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,90.86539,91.82692,92.30769,91.82692,91.34615,90.04739,91.94313,89.57346,90.47619,90.90909,92.23301,91.74757,91.70731,93.17073,97.07317,94.94949,96.9697,93.90863,93.29897,94.08602
United States,USA,Control of Corruption: Standard Error,CC.STD.ERR,0.1390927,0.1294954,0.1416993,0.1330324,0.1317683,0.1378752,0.1403126,0.1539315,0.146779,0.1438831,0.14888,0.1538712,0.1425421,0.1479235,0.1534405,0.1658914,0.1619025,0.2045646,0.1922179,0.2103251
United States,USA,Government Effectiveness: Estimate,GE.EST,1.576998,1.554298,1.476793,1.463522,1.467586,1.523666,1.529326,1.519567,1.557596,1.506894,1.613998,1.649809,1.58617,1.536153,1.761568,1.602976,1.6802,1.802651,1.764996,1.52492
United States,USA,Government Effectiveness: Number of Sources,GE.NO.SRC,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5
United States,USA,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.30769,92.78846,91.34615,89.90385,89.90385,90.99526,90.52132,90.99526,91.38756,90.43062,92.23301,93.20388,90.7317,90.19608,92.11823,90.30612,90.30612,92.30769,91.70985,89.07104
United States,USA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,86.53846,85.09615,83.17308,83.65385,82.21154,82.93839,83.88625,82.93839,83.25359,82.29665,84.95145,87.37864,85.36585,84.80392,89.16256,86.22449,87.2449,88.71795,87.56477,85.2459
United States,USA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.07692,97.59615,96.63461,97.11539,98.07692,97.63033,97.15639,98.10426,98.08612,97.60766,98.05825,97.57281,97.56097,95.58823,98.02956,95.40816,96.42857,99.48718,99.48186,95.62842
United States,USA,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446,0.2222289,0.2193927,0.2278272,0.2292054,0.2167549,0.2197403,0.2224297,0.2274288,0.2187648,0.2291916,0.2192397,0.1963276,0.1919063,0.2079431,0.1987293,0.1919351,0.2100629,0.2108719,0.1682592
United States,USA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.4774609,0.3355527,0.4023029,0.6780624,0.5824196,0.6430726,0.6324421,0.5912473,0.4384039,0.4484303,0.5852239,0.3757299,0.4939433,-0.0586535,-0.2313482,0.0812887,0.287509,1.084508,0.8798105,0.9357751
United States,USA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,4,4
United States,USA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,61.90476,60,59.52381,67.14286,65.71429,66.82465,66.35071,64.45498,60.66351,61.61137,66.82692,57.00483,60.86956,43.68932,37.37864,46.73367,54.49735,82.53968,76.59574,77.65958
United States,USA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,52.85714,45.71429,48.57143,58.09524,57.61905,56.87204,55.92417,54.50237,47.8673,45.97157,50.96154,42.02898,48.79227,29.61165,23.30097,33.16583,40.21164,69.84127,57.44681,57.44681
United States,USA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,74.7619,69.52381,71.90476,84.7619,76.66666,81.99052,81.99052,81.04266,74.88152,76.30331,80.28846,72.46377,74.87923,57.28156,53.39806,63.8191,71.42857,98.4127,98.40426,100
United States,USA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.211271,0.211684,0.2049565,0.1981644,0.1922474,0.2257874,0.2196655,0.2385224,0.2393309,0.2418599,0.241629,0.2391296,0.2459985,0.2706144,0.2793393,0.2832122,0.2861308,0.3135704,0.3454628,0.3738571
Albania,ALB,Control of Corruption: Number of Sources,CC.NO.SRC,11,12,12,12,12,13,14,13,12,12,12,12,12,10,9,7,6,6,5,3
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.5218667,-0.418309,-0.405266,-0.4790328,-0.5481988,-0.6986033,-0.7265007,-0.6830084,-0.5250779,-0.5384951,-0.5937066,-0.687789,-0.803845,-0.7861931,-0.6991984,-0.8122751,-0.868602,-0.8572564,-1.033112,-0.8939035
Albania,ALB,Control of Corruption: Percentile Rank,CC.PER.RNK,35.09615,42.30769,40.86538,38.46154,34.61538,27.01422,27.48815,26.54029,36.19048,35.4067,33.49514,28.64078,22.92683,22.92683,27.31707,24.24242,23.73737,23.85787,14.43299,19.35484
Albania,ALB,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,24.51923,29.80769,31.73077,26.92308,24.51923,19.43128,18.48341,18.95735,23.80952,23.92344,20.38835,18.4466,14.63415,15.60976,14.63415,10.10101,6.060606,6.598985,2.061856,2.688172
Albania,ALB,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,44.71154,49.03846,50.48077,49.03846,46.63462,37.91469,36.01896,39.33649,47.61905,47.36842,42.23301,37.86408,34.63415,36.58537,40.4878,35.85859,34.34343,35.53299,31.4433,43.01075
Albania,ALB,Control of Corruption: Standard Error,CC.STD.ERR,0.1360668,0.1231133,0.133382,0.1297594,0.1291327,0.1278163,0.1243086,0.1361544,0.1408622,0.1445861,0.1397606,0.14885,0.1465164,0.153501,0.1728383,0.1895081,0.2062487,0.2161122,0.2237249,0.315914
Albania,ALB,Government Effectiveness: Estimate,GE.EST,0.114788,0.0837741,0.0132704,0.0102911,-0.0855579,-0.3169199,-0.2677997,-0.208207,-0.2827555,-0.2578982,-0.3567637,-0.4066241,-0.5236022,-0.6594524,-0.4158677,-0.5382094,-0.5333483,-0.7551177,-0.6313924,-0.6885879
Albania,ALB,Government Effectiveness: Number of Sources,GE.NO.SRC,7,8,8,9,9,10,10,9,9,9,9,9,9,7,6,5,5,4,3,2
